Question,Answer
කුඹුරුවල පාංශු ව්‍යුහය පවත්වා ගැනීම සඳහා හොඳම පිළිවෙත් මොනවාද?,"අධික ලෙස වගා කිරීමෙන් වළකින්න, ආවරණ භෝග භාවිතා කරන්න, සහ නොඉඳුල් හෝ අඩු කරන ලද පිළිවෙත් ක්‍රියාත්මක කරන්න."
වඩා හොඳ අස්වැන්නක් සඳහා ගොවීන්ට වී රෝපණ ඝනත්වය ප්‍රශස්ත කළ හැක්කේ කෙසේද?,"අස්වැන්න උපරිම කිරීම සඳහා විවිධත්වය, පාංශු සාරවත් බව සහ ජලය ලබා ගැනීමේ හැකියාව මත පදනම්ව රෝපණ ඝනත්වය සකස් කරන්න."
වී ගොවිතැනේදී කොළ පොහොර යෙදීමෙන් ලැබෙන ප්‍රයෝජන මොනවාද?,"වී ගොවිතැනේදී කොළ පොහොර යෙදීමෙන් බහුවිධ ප්‍රයෝජන ලැබේ. කොළ පොහොර පාංශුවල කාබනික ද්‍රව්‍ය ප්‍රමාණය වැඩි කරයි. පාංශු ව්‍යුහය සහ වාතාශ්‍රය වැඩි දියුණු කරයි. පාංශු ජල රැඳවුම් හැකියාව වැඩි කරයි. පාංශු ජීවී ක්‍රියාකාරකම් වැඩි දියුණු කරයි. කොළ පොහොර භාවිතයෙන් රසායනික පොහොර මත යැපීම අඩු කළ හැකිය. මෙම ප්‍රයෝජන හේතුවෙන් කොළ පොහොර භාවිතය වී ගොවිතැනේ තිරසාර ක්‍රමවේදයක් ලෙස සැලකේ."
වී බෝග කාර්ය සාධනය ඉහළ නැංවීම සඳහා ගොවීන්ට ශාක වර්ධන නියාමක භාවිතා කළ හැක්කේ කෙසේද?,"ශාක වර්ධනය වැඩි දියුණු කිරීම, ආතතිය ඉවසීම වැඩි දියුණු කිරීම සහ අස්වැන්න වැඩි කිරීම සඳහා වර්ධන නියාමක යොදන්න."
කුඹුරුවල පෝෂක භාවිතයේ කාර්යක්ෂමතාව වැඩි දියුණු කිරීම සඳහා නව්‍ය ක්‍රම මොනවාද?,"මන්දගාමී පොහොර භාවිතා කරන්න, බෝග අවශ්‍යතා මත පදනම්ව පෝෂ්‍ය පදාර්ථ යොදන්න, සහ නිරවද්‍ය යෙදුම් ක්‍රම භාවිතා කරන්න."
වෙරළබඩ කුඹුරුවල ලවණ මට්ටම ගොවීන්ට කළමනාකරණය කළ හැක්කේ කෙසේද?,"නිසි ජලාපවහන ක්‍රියාත්මක කිරීම, ලුණු වලට ඔරොත්තු දෙන ප්‍රභේද භාවිතා කිරීම සහ ලවණතාවය අඩු කිරීම සඳහා ජිප්සම් යොදන්න."
වී ගොවිතැනේදී පාලිත-නිදහස් පොහොර භාවිතා කිරීමේ ප්‍රතිලාභ මොනවාද?,"පාලිත-නිදහස් පොහොර දිගු කාලයක් පුරා පෝෂ්‍ය පදාර්ථ සපයයි, කාන්දු වීම අඩු කරයි, සහ පෝෂක භාවිතයේ කාර්යක්ෂමතාව වැඩි දියුණු කරයි."
පාංශු සෞඛ්‍යය සහ සාරවත් බව වැඩි දියුණු කිරීම සඳහා ගොවීන්ට ආවරණ බෝග භාවිතා කළ හැක්කේ කෙසේද?,"ඛාදනය වැළැක්වීම, පාංශු ව්‍යුහය වැඩි දියුණු කිරීම සහ පෝෂක ලබා ගැනීමේ හැකියාව වැඩි කිරීම සඳහා ආවරණ බෝග වගා කරන්න."
වී වගාවේදී ජෛව ඉංජිනේරු ශිල්පීය ක්‍රම භාවිතා කිරීමේ වාසි මොනවාද?,"ජෛව ඉංජිනේරු විද්‍යාව මගින් පළිබෝධ-ප්‍රතිරෝධී, නියඟයට ඔරොත්තු දෙන සහ ඉහළ අස්වැන්නක් ලබා දෙන වී වර්ග සංවර්ධනය කිරීමට හේතු විය හැක."
ප්‍රශස්ත වී වර්ධනයක් සඳහා ගොවීන්ට පසෙහි pH අගය ඵලදායී ලෙස කළමනාකරණය කළ හැක්කේ කෙසේද?,"නිතිපතා පාංශු pH අගය පරීක්ෂා කරන්න, pH අගය වැඩි කිරීමට දෙහි යොදන්න, අවශ්‍ය පරිදි pH අගය අඩු කිරීමට සල්ෆර් භාවිතා කරන්න."
වාරි ජලයේ ගුණාත්මකභාවය කළමනාකරණය කිරීම සඳහා හොඳම භාවිතයන් මොනවාද?,"වාරි ජලය පෙරීම, අපවිත්‍ර ද්‍රව්‍ය සඳහා නිරීක්ෂණය කිරීම සහ පිරිසිදු ජල මූලාශ්‍ර සහතික කිරීම."
ජල භාවිතය ප්‍රශස්ත කිරීම සඳහා ගොවීන්ට ස්මාර්ට් වාරිමාර්ග පද්ධති භාවිතා කළ හැක්කේ කෙසේද?,බෝග අවශ්‍යතා මත පදනම්ව නිශ්චිත ජල යෙදුමක් සැපයීම සඳහා ස්මාර්ට් වාරිමාර්ග පද්ධති සංවේදක සහ දත්ත විශ්ලේෂණ භාවිතා කරයි.
කුඹුරුවල වල් පැලෑටි වර්ධනය පාලනය කිරීමට නව්‍ය ක්‍රම මොනවාද?,"යාන්ත්‍රික වල්නාශක භාවිතා කරන්න, කාබනික වල් නාශක යොදන්න, වසුන් යෙදීමේ ක්‍රම භාවිතා කරන්න."
වල් පැලෑටි පාලනය කරන්නේ කෙසේද?,"යාන්ත්‍රික වල්නාශක භාවිතා කරන්න, කාබනික වල් නාශක යොදන්න, වසුන් යෙදීමේ ක්‍රම භාවිතා කරන්න."
කුඹුරුවල පස සංකෝචනය වීම සම්බන්ධ අභියෝගවලට ගොවීන්ට මුහුණ දිය හැක්කේ කෙසේද?,"ගැඹුරු වගාව ක්‍රියාත්මක කිරීම, ආවරණ බෝග භාවිතා කිරීම සහ ක්ෂේත්‍රවල යන්ත්‍රෝපකරණ ගමනාගමනය අඩු කිරීම."
